text,label
"Program beasiswa untuk mahasiswa S1","positif"
"Mahasiswa bisa meminjam suling","positif"
"Fasilitas tempat parkir sepeda dewasa","positif"
"UKM Tari memiliki gong","positif"
"Ruang himpunan mahasiswa ada scanner","positif"
"Fasilitas genset merk Mitsubishi","positif"
"Mahasiswa bisa menggunakan software CodeBlocks","positif"
"Tersedia minuman es campur di koperasi","positif"
"Pelatihan research methodology","positif"
"Ruang baca dengan lampu sensor gerak","positif"
"UKM Sepak Bola memiliki tas kiper","positif"
"Fasilitas tempat sampah di ruang musik","positif"
"Mahasiswa bisa meminjam alat clip on mic","positif"
"Tersedia layanan antar jemput sore","positif"
"Program magang di perusahaan pelayaran","positif"
"Ruang kelas dengan AC window","positif"
"UKM Paduan Suara memiliki music stand","positif"
"Fasilitas tempat parkir mobil tamu undangan","positif"
"Mahasiswa bisa mengakses Science Magazine","positif"
"Tersedia kopi v60 di kantin","positif"
"Pelatihan data analysis","positif"
"Ruang tunggu dengan bantal kursi","positif"
"Kegiatan donor darah rutin tiap 3 bulan","positif"
"Mahasiswa bisa meminjam alat dempul kayu","positif"
"Fasilitas tempat sampah di ruang olahraga","positif"
"UKM Bulutangkis memiliki tas shuttlecock","positif"
"Proses pendaftaran wisuda gelombang 7","positif"
"Ruang himpunan mahasiswa ada meja rapat","positif"
"Fasilitas tempat parkir motor belakang gedung","positif"
"Mahasiswa bisa menggunakan software Dev C++","positif"
"Tersedia teh lemon madu di kantin","positif"
"Pelatihan academic writing","positif"
"Ruang kelas dengan lampu emergency","positif"
"UKM Robotik memiliki breadboard","positif"
"Fasilitas CCTV di ruang rapat","positif"
"Mahasiswa bisa meminjam solder uap di lab","positif"
"Tersedia layanan konseling HIV","positif"
"Program magang di perusahaan properti","positif"
"Ruang baca dengan lampu baca LED","positif"
"UKM Pramuka memiliki tali pramuka","positif"
"Mahasiswa bisa mengakses PubMed","positif"
"Tersedia kopi susu gula jawa di kantin","positif"
"Pelatihan IT essentials","positif"
"Ruang kelas dengan meja stainles steel","positif"
"Kegiatan seminar pendidikan","positif"
"Program beasiswa untuk mahasiswa internasional","positif"
"Mahasiswa bisa meminjam kecapi","positif"
"UKM Tari memiliki rebana","positif"
"Ruang himpunan mahasiswa ada kulkas","positif"
"Fasilitas genset merk Denyo","positif"
"Mahasiswa bisa menggunakan software R Studio","positif"
"Tersedia minuman es doger di koperasi","positif"
"Pelatihan networking skill","positif"
"Ruang tunggu dengan kursi pijat","positif"
"UKM Sepak Bola memiliki sarung tangan kiper","positif"
"Fasilitas tempat sampah di ruang seni","positif"
"Mahasiswa bisa meminjam alat mixer audio","positif"
"Tersedia layanan antar jemput siang","positif"
"Program magang di perusahaan konsultan","positif"
"Ruang kelas dengan AC multi split","positif"
"UKM Paduan Suara memiliki mic condenser","positif"
"Fasilitas tempat parkir mobil pejabat","positif"
"Mahasiswa bisa mengakses The Lancet","positif"
"Tersedia kopi tubruk jahe di kantin","positif"
"Pelatihan job interview","positif"
"Ruang baca dengan kipas angin remote","positif"
"Kegiatan bakti sosial ke daerah bencana","positif"
"Mahasiswa bisa meminjam alat cat kayu","positif"
"Fasilitas tempat sampah di ruang komputer","positif"
"UKM Bulutangkis memiliki grip powder","positif"
"Proses pendaftaran yudisium gelombang 8","positif"
"Ruang himpunan mahasiswa ada rak sepatu","positif"
"Fasilitas tempat parkir motor depan gedung","positif"
"Mahasiswa bisa menggunakan software SPSS","positif"
"Tersedia teh hijau melati di kantin","positif"
"Pelatihan mind mapping","positif"
"Ruang kelas dengan stop kontak lantai","positif"
"UKM Robotik memiliki kabel jumper","positif"
"Fasilitas CCTV di ruang transit","positif"
"Mahasiswa bisa meminjam tang kakatua di lab","positif"
"Tersedia layanan konseling perceraian","positif"
"Program magang di perusahaan agribisnis","positif"
"Ruang tunggu dengan televisi OLED","positif"
"UKM Pramuka memiliki pisau lipat","positif"
"Mahasiswa bisa mengakses Cell Journal","positif"
"Tersedia kopi susu aren di kantin","positif"
"Pelatihan programming basic","positif"
"Ruang kelas dengan lampu dimmer","positif"
"Kegiatan lomba menulis essay","positif"
"Program beasiswa untuk mahasiswa vokasi","positif"
"Mahasiswa bisa meminjam gamelan","positif"
"UKM Tari memiliki kostum adat","positif"
"Ruang himpunan mahasiswa ada rak buku","positif"
"Mahasiswa bisa menggunakan software AMOS","positif"
"Tersedia minuman es teler di koperasi","positif"
"Pelatihan personal branding","positif"
"Ruang baca dengan jendela besar","positif"
"UKM Sepak Bola memiliki pompa bola","positif"
"Fasilitas tempat sampah di ruang bahasa","positif"
"Mahasiswa bisa meminjam alat wireless mic","positif"
"Tersedia layanan antar jemput subuh","positif"
"Program magang di perusahaan fintech","positif"
"Ruang kelas dengan AC floor standing","positif"
"UKM Paduan Suara memiliki audio interface","positif"
"Mahasiswa bisa mengakses NEJM","positif"
"Tersedia kopi hitam pekat di kantin","positif"
"Pelatihan CV writing","positif"
"Ruang tunggu dengan meja resepsionis","positif"
"Kegiatan donor darah HUT kampus","positif"
"Mahasiswa bisa meminjam alat ukir kayu","positif"
"Fasilitas tempat sampah di ruang laboratorium","positif"
"UKM Bulutangkis memiliki alat pemberat","positif"
"Proses pendaftaran wisuda gelombang 8","positif"
"Ruang himpunan mahasiswa ada foto presiden","positif"
"Fasilitas tempat parkir motor samping gedung","positif"
"Mahasiswa bisa menggunakan software STATA","positif"
"Tersedia teh rosella di kantin","positif"
"Pelatihan financial planning","positif"
"Ruang kelas dengan kipas exhaust","positif"
"UKM Robotik memiliki resistor","positif"
"Fasilitas CCTV di ruang arsip","positif"
"Mahasiswa bisa meminjam gerinda di lab","positif"
"Tersedia layanan konseling adiksi","positif"
"Program magang di perusahaan e-commerce","positif"
"Ruang baca dengan AC standing","positif"
"UKM Pramuka memiliki jas hujan","positif"
"Mahasiswa bisa mengakses BMJ Journal","positif"
"Tersedia kopi susu kental manis di kantin","positif"
"Pelatihan web development","positif"
"Ruang kelas dengan tirai vertikal","positif"
"Kegiatan seminar literasi","positif"
"Program beasiswa untuk mahasiswa prestasi","positif"
"Mahasiswa bisa meminjam sasando","positif"
"Fasilitas tempat parkir sepeda listrik","positif"
"UKM Tari memiliki selendang","positif"
"Ruang himpunan mahasiswa ada dispenser air","positif"
"Fasilitas genset merk Yanmar","positif"
"Mahasiswa bisa menggunakan software NVivo","positif"
"Tersedia minuman es cincau di koperasi","positif"
"Pelatihan social media marketing","positif"
"Ruang tunggu dengan kursi tunggu","positif"
"UKM Sepak Bola memiliki jaring gawang","positif"
"Fasilitas tempat sampah di ruang gamelan","positif"
"Mahasiswa bisa meminjam alat shotgun mic","positif"
"Tersedia layanan antar jemput malam minggu","positif"
"Program magang di perusahaan startup","positif"
"UKM Paduan Suara memiliki kabel XLR","positif"
"Fasilitas tempat parkir mobil dosen tamu","positif"
"Mahasiswa bisa mengakses JAMA Network","positif"
"Tersedia kopi tubruk susu di kantin","positif"
"Pelatihan data visualization","positif"
"Ruang baca dengan meja panjang","positif"
"Kegiatan bakti sosial ke sekolah dasar","positif"
"Mahasiswa bisa meminjam alat plitur kayu","positif"
"Fasilitas tempat sampah di ruang multimedia","positif"
"UKM Bulutangkis memiliki grip tape","positif"
"Proses pendaftaran yudisium gelombang 9","positif"
"Ruang himpunan mahasiswa ada lambang garuda","positif"
"Fasilitas tempat parkir motor berteduh","positif"
"Mahasiswa bisa menggunakan software Eviews","positif"
"Tersedia teh bunga telang di kantin","positif"
"Pelatihan business communication","positif"
"Ruang kelas dengan kipas angin gantung","positif"
"UKM Robotik memiliki kapasitor","positif"
"Fasilitas CCTV di ruang pamer","positif"
"Mahasiswa bisa meminjam mesin bor di lab","positif"
"Tersedia layanan konseling anak","positif"
"Program magang di perusahaan manufaktur","positif"
"Ruang tunggu dengan lukisan abstrak","positif"
"UKM Pramuka memiliki topi rimba","positif"
"Mahasiswa bisa mengakses PLOS ONE","positif"
"Tersedia kopi cappuccino di kantin","positif"
"Pelatihan mobile apps development","positif"
"Ruang kelas dengan papan tulis putih","positif"
"Kegiatan lomba desain poster","positif"
"Program beasiswa untuk mahasiswa teladan","positif"
"Mahasiswa bisa meminjam kolintang","positif"
"UKM Tari memiliki kipas","positif"
"Ruang himpunan mahasiswa ada komputer","positif"
"Mahasiswa bisa menggunakan software SAS","positif"
"Tersedia minuman es blewah di koperasi","positif"
"Pelatihan SEO optimization","positif"
"Ruang baca dengan karpet masjid","positif"
"UKM Sepak Bola memiliki bendera sudut","positif"
"Mahasiswa bisa meminjam alat boom mic","positif"
"Tersedia layanan antar jemput jumat berkah","positif"
"Program magang di perusahaan energi","positif"
"UKM Paduan Suara memiliki stand speaker","positif"
"Mahasiswa bisa mengakses Nature Communications","positif"
"Tersedia kopi latte di kantin","positif"
"Pelatihan UI/UX design","positif"
"Ruang tunggu dengan meja kayu","positif"
"Kegiatan donor darah HUT RI","positif"
"Mahasiswa bisa meminjam alat pahat batu","positif"
"Fasilitas tempat sampah di ruang studio","positif"
"UKM Bulutangkis memiliki senar raket","positif"
"Proses pendaftaran wisuda gelombang 9","positif"
"Ruang himpunan mahasiswa ada bendera","positif"
"Fasilitas tempat parkir motor dekat masjid","positif"
"Mahasiswa bisa menggunakan software Minitab","positif"
"Tersedia teh jahe merah di kantin","positif"
"Pelatihan copywriting","positif"
"Ruang kelas dengan lampu LED panel","positif"
"UKM Robotik memiliki transistor","positif"
"Fasilitas CCTV di ruang sidang","positif"
"Mahasiswa bisa meminjam kunci inggris di lab","positif"
"Tersedia layanan konseling remaja","positif"
"Program magang di perusahaan transportasi","positif"
"Ruang baca dengan lampu gantung","positif"
"UKM Pramuka memiliki tongkat","positif"
"Mahasiswa bisa mengakses Science Advances","positif"
"Tersedia kopi americano di kantin","positif"
"Pelatihan content writing","positif"
"Ruang kelas dengan meja lipat","positif"
"Kegiatan seminar kesehatan","positif"
"Mahasiswa bisa meminjam talempong","positif"
"UKM Tari memiliki payung tari","positif"
"Ruang himpunan mahasiswa ada laptop","positif"
"Fasilitas genset merk Caterpillar","positif"
"Mahasiswa bisa menggunakan software Tableau","positif"
"Tersedia minuman es alpukat di koperasi","positif"
"Pelatihan email marketing","positif"
"Ruang tunggu dengan sofa bed","positif"
"UKM Sepak Bola memiliki alat peluit","positif"
"Fasilitas tempat sampah di ruang konseling","positif"
"Mahasiswa bisa meminjam alat lavalier mic","positif"
"Tersedia layanan antar jemput sabtu","positif"
"Ruang kelas dengan AC central","positif"
"UKM Paduan Suara memiliki mixer audio","positif"
"Mahasiswa bisa mengakses PNAS Journal","positif"
"Tersedia kopi moka di kantin","positif"
"Pelatihan brand management","positif"
"Ruang baca dengan kursi santai","positif"
"Kegiatan bakti sosial ke panti werdha","positif"
"Mahasiswa bisa meminjam alat bubut kayu","positif"
"Fasilitas tempat sampah di ruang karir","positif"
"UKM Bulutangkis memiliki grip overgrip","positif"
"Proses pendaftaran yudisium gelombang 10","positif"
"Ruang himpunan mahasiswa ada proyektor","positif"
"Fasilitas tempat parkir motor dekat perpus","positif"
"Mahasiswa bisa menggunakan software Power BI","positif"
"Tersedia teh kayu manis di kantin","positif"
"Pelatihan video marketing","positif"
"Ruang kelas dengan lampu TL","positif"
"UKM Robotik memiliki IC","positif"
"Fasilitas CCTV di ruang tunggu","positif"
"Mahasiswa bisa meminjam palu di lab","positif"
"Tersedia layanan konseling dewasa","positif"
"Program magang di perusahaan perbankan","positif"
"Ruang tunggu dengan televisi LCD","positif"
"UKM Pramuka memiliki peluit","positif"
"Mahasiswa bisa mengakses Scientific Reports","positif"
"Tersedia kopi robusta susu di kantin","positif"
"Pelatihan google analytics","positif"
"Ruang kelas dengan kipas angin duduk","positif"
"Kegiatan lomba debat bahasa Indonesia","positif"
"Mahasiswa bisa meminjam gendang","positif"
"UKM Tari memiliki properti panggung","positif"
"Ruang himpunan mahasiswa ada speaker","positif"
"Fasilitas genset merk Kubota","positif"
"Mahasiswa bisa menggunakan software QGIS","positif"
"Tersedia minuman es kopyor di koperasi","positif"
"Pelatihan facebook ads","positif"
"Ruang baca dengan tirai gulung","positif"
"UKM Sepak Bola memiliki kostum kiper","positif"
"Fasilitas tempat sampah di ruang arsip","positif"
"Mahasiswa bisa meminjam alat headset monitor","positif"
"Tersedia layanan antar jemput minggu","positif"
"UKM Paduan Suara memiliki power amplifier","positif"
"Mahasiswa bisa mengakses Frontiers Journal","positif"
"Tersedia kopi tarik di kantin","positif"
"Pelatihan instagram marketing","positif"
"Ruang tunggu dengan kursi plastik","positif"
"Kegiatan donor darah PMI","positif"
"Mahasiswa bisa meminjam alat pernis kayu","positif"
"Fasilitas tempat sampah di ruang inovasi","positif"
"UKM Bulutangkis memiliki raket yonex","positif"
"Proses pendaftaran wisuda gelombang 10","positif"
"Fasilitas tempat parkir motor dekat aula","positif"
"Mahasiswa bisa menggunakan software OriginPro","positif"
"Tersedia teh sereh di kantin","positif"
"Pelatihan linkedin marketing","positif"
"Ruang kelas dengan stop kontak dinding","positif"
"UKM Robotik memiliki potensiometer","positif"
"Fasilitas CCTV di ruang pusat data","positif"
"Tersedia layanan konseling lansia","positif"
"Ruang baca dengan lampu neon","positif"
"UKM Pramuka memiliki tali tambang","positif"
"Mahasiswa bisa mengakses MDPI Journal","positif"
"Tersedia kopi gula aren di kantin","positif"
"Pelatihan google ads","positif"
"Ruang kelas dengan jam dinding besar","positif"
"Kegiatan seminar lingkungan","positif"
"Mahasiswa bisa meminjam seruling","positif"
"UKM Tari memiliki aksesoris tari","positif"
"Ruang himpunan mahasiswa ada sofa bed","positif"
"Fasilitas genset merk Volvo","positif"
"Mahasiswa bisa menggunakan software EndNote","positif"
"Tersedia minuman es buah di koperasi","positif"
"Pelatihan tiktok marketing","positif"
"Ruang tunggu dengan meja kaca","positif"
"UKM Sepak Bola memiliki deker kiper","positif"
"Mahasiswa bisa meminjam alat in ear monitor","positif"
"Tersedia layanan antar jemput libur","positif"
"Ruang kelas dengan AC split duct","positif"
"UKM Paduan Suara memiliki equalizer","positif"
"Mahasiswa bisa mengakses Hindawi Journal","positif"
"Tersedia kopi pandan di kantin","positif"
"Pelatihan twitter marketing","positif"
"Ruang baca dengan tirai horizontal","positif"
"Mahasiswa bisa meminjam alat sekrap kayu","positif"
"Fasilitas tempat sampah di ruang kreasi","positif"
"UKM Bulutangkis memiliki raket lining","positif"
"Proses pendaftaran yudisium gelombang 11","positif"
"Ruang himpunan mahasiswa ada printer 3D","positif"
